TIME;CH1;CH2;;;PROBE X;V/DIV;T/DIV;V_MIN;V_MAX;V_AVG;;;2026/03/11 22:23;;FNIRSI 1013D;
1,20E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,20E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,20E-2;-1,80E-2;-1,80E-2;;;;;;;;;;;;;;
1,21E-2;-1,80E-2;-1,40E-2;;;;;;;;;;;;;;
1,21E-2;-1,40E-2;-1,40E-2;;;;;;;;;;;;;;
1,22E-2;-1,80E-2;-1,80E-2;;;;;;;;;;;;;;
1,22E-2;-1,80E-2;-1,80E-2;;;;;;;;;;;;;;
1,22E-2;-1,80E-2;-1,40E-2;;;;;;;;;;;;;;
1,23E-2;-1,40E-2;-1,00E-2;;;;;;;;;;;;;;
1,23E-2;-1,80E-2;-1,40E-2;;;;;;;;;;;;;;
1,24E-2;-1,40E-2;-1,40E-2;;;;;;;;;;;;;;
1,24E-2;-1,80E-2;-1,40E-2;;;;;;;;;;;;;;
1,24E-2;-1,80E-2;-1,40E-2;;;;;;;;;;;;;;
1,25E-2;-1,80E-2;-1,40E-2;;;;;;;;;;;;;;
1,25E-2;-1,40E-2;-1,40E-2;;;;;;;;;;;;;;
1,26E-2;-1,80E-2;-1,40E-2;;;;;;;;;;;;;;
1,26E-2;-1,80E-2;-1,80E-2;;;;;;;;;;;;;;
1,26E-2;-1,80E-2;-1,40E-2;;;;;;;;;;;;;;
1,27E-2;-6,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,27E-2;-1,80E-2;-1,80E-2;;;;;;;;;;;;;;
1,28E-2;-1,40E-2;-1,80E-2;;;;;;;;;;;;;;
1,28E-2;-1,40E-2;-1,80E-2;;;;;;;;;;;;;;
1,28E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,29E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,29E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,30E-2;-1,80E-2;-2,40E-2;;;;;;;;;;;;;;
1,30E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,30E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,31E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,31E-2;-1,40E-2;-2,00E-2;;;;;;;;;;;;;;
1,32E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,32E-2;-6,00E-3;-1,40E-2;;;;;;;;;;;;;;
1,32E-2;-1,80E-2;-2,40E-2;;;;;;;;;;;;;;
1,33E-2;-2,00E-2;-2,80E-2;;;;;;;;;;;;;;
1,33E-2;-1,80E-2;-2,40E-2;;;;;;;;;;;;;;
1,34E-2;-1,80E-2;-2,40E-2;;;;;;;;;;;;;;
1,34E-2;-1,80E-2;-2,40E-2;;;;;;;;;;;;;;
1,34E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,35E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,35E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,36E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,36E-2;-1,80E-2;-2,00E-2;;;;;;;;;;;;;;
1,36E-2;-1,00E-2;-1,40E-2;;;;;;;;;;;;;;
1,37E-2;-1,40E-2;-1,40E-2;;;;;;;;;;;;;;
1,37E-2;-1,80E-2;-1,80E-2;;;;;;;;;;;;;;
1,38E-2;-1,40E-2;-1,80E-2;;;;;;;;;;;;;;
1,38E-2;-1,00E-2;-1,40E-2;;;;;;;;;;;;;;
1,38E-2;-1,40E-2;-1,40E-2;;;;;;;;;;;;;;
1,39E-2;-1,00E-2;-1,00E-2;;;;;;;;;;;;;;
1,39E-2;-1,00E-2;-1,00E-2;;;;;;;;;;;;;;
1,40E-2;-1,00E-2;-6,00E-3;;;;;;;;;;;;;;
1,40E-2;-1,00E-2;-1,00E-2;;;;;;;;;;;;;;
1,40E-2;-1,00E-2;-6,00E-3;;;;;;;;;;;;;;
1,41E-2;-2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,41E-2;-6,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,42E-2;-6,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,42E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,42E-2;-6,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,43E-2;-6,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,43E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,44E-2;-2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,44E-2;-2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,44E-2;-2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,45E-2;-2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,45E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,46E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,46E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,46E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,47E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,47E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,48E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,48E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,48E-2;-6,00E-3;4,00E-3;;;;;;;;;;;;;;
1,49E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,49E-2;-1,00E-2;-6,00E-3;;;;;;;;;;;;;;
1,50E-2;-2,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,50E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,50E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,51E-2;-6,00E-3;-1,40E-2;;;;;;;;;;;;;;
1,51E-2;-1,00E-2;-1,80E-2;;;;;;;;;;;;;;
1,52E-2;-6,00E-3;-1,40E-2;;;;;;;;;;;;;;
1,52E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,52E-2;-2,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,53E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,53E-2;-1,00E-2;-1,80E-2;;;;;;;;;;;;;;
1,54E-2;-6,00E-3;-1,40E-2;;;;;;;;;;;;;;
1,54E-2;-1,40E-2;-2,40E-2;;;;;;;;;;;;;;
1,54E-2;-6,00E-3;-1,40E-2;;;;;;;;;;;;;;
1,55E-2;-1,00E-2;-2,40E-2;;;;;;;;;;;;;;
1,55E-2;-1,40E-2;-1,40E-2;;;;;;;;;;;;;;
1,56E-2;-2,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,56E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,56E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,57E-2;-6,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,57E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,58E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,58E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,58E-2;2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,59E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,59E-2;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,60E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,60E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,60E-2;-1,00E-2;-6,00E-3;;;;;;;;;;;;;;
1,61E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,61E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,62E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,62E-2;-6,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,62E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
1,63E-2;1,20E-2;1,60E-2;;;;;;;;;;;;;;
1,63E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
1,64E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
1,64E-2;8,00E-3;1,20E-2;;;;;;;;;;;;;;
1,64E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,65E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
1,65E-2;8,00E-3;8,00E-3;;;;;;;;;;;;;;
1,66E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,66E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
1,66E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,67E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,67E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,68E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,68E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,68E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,69E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,69E-2;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,70E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,70E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,70E-2;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,71E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,71E-2;-2,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,72E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,72E-2;-2,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,72E-2;-6,00E-3;-1,40E-2;;;;;;;;;;;;;;
1,73E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,73E-2;-6,00E-3;-1,40E-2;;;;;;;;;;;;;;
1,74E-2;-1,00E-2;-1,40E-2;;;;;;;;;;;;;;
1,74E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,74E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,75E-2;-2,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,75E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,76E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,76E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,76E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,77E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,77E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,78E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,78E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,78E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,79E-2;-2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,79E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,80E-2;-2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,80E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,80E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
1,81E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,81E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,82E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
1,82E-2;2,00E-3;8,00E-3;;;;;;;;;;;;;;
1,82E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
1,83E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
1,83E-2;8,00E-3;1,20E-2;;;;;;;;;;;;;;
1,84E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
1,84E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
1,84E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
1,85E-2;-2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,85E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
1,86E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
1,86E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
1,86E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,87E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,87E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,88E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,88E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,88E-2;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,89E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,89E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,90E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,90E-2;-2,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,90E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,91E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,91E-2;-2,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,92E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,92E-2;-2,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,92E-2;-2,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,93E-2;-6,00E-3;-1,40E-2;;;;;;;;;;;;;;
1,93E-2;-6,00E-3;-1,40E-2;;;;;;;;;;;;;;
1,94E-2;-2,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,94E-2;-1,00E-2;-1,40E-2;;;;;;;;;;;;;;
1,94E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,95E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,95E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,96E-2;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,96E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,96E-2;-6,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,97E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,97E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,98E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,98E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,98E-2;-2,00E-3;-2,00E-3;;;;;;;;;;;;;;
1,99E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
1,99E-2;-2,00E-3;2,00E-3;;;;;;;;;;;;;;
2,00E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
2,00E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
2,00E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
2,01E-2;-2,00E-3;4,00E-3;;;;;;;;;;;;;;
2,01E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
2,02E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
2,02E-2;2,00E-3;8,00E-3;;;;;;;;;;;;;;
2,02E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
2,03E-2;2,00E-3;8,00E-3;;;;;;;;;;;;;;
2,03E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
2,04E-2;4,00E-3;1,20E-2;;;;;;;;;;;;;;
2,04E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
2,04E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
2,05E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
2,05E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
2,06E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
2,06E-2;2,00E-3;4,00E-3;;;;;;;;;;;;;;
2,06E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
2,07E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
2,07E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
2,08E-2;8,00E-3;4,00E-3;;;;;;;;;;;;;;
2,08E-2;8,00E-3;8,00E-3;;;;;;;;;;;;;;
2,08E-2;1,20E-2;8,00E-3;;;;;;;;;;;;;;
2,09E-2;8,00E-3;4,00E-3;;;;;;;;;;;;;;
2,09E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
2,10E-2;4,00E-3;2,00E-3;;;;;;;;;;;;;;
2,10E-2;8,00E-3;4,00E-3;;;;;;;;;;;;;;
2,10E-2;8,00E-3;4,00E-3;;;;;;;;;;;;;;
2,11E-2;8,00E-3;2,00E-3;;;;;;;;;;;;;;
2,11E-2;8,00E-3;2,00E-3;;;;;;;;;;;;;;
2,12E-2;4,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,12E-2;2,00E-3;-6,00E-3;;;;;;;;;;;;;;
2,12E-2;4,00E-3;2,00E-3;;;;;;;;;;;;;;
2,13E-2;4,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,13E-2;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
2,14E-2;4,00E-3;-6,00E-3;;;;;;;;;;;;;;
2,14E-2;4,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,14E-2;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,15E-2;4,00E-3;2,00E-3;;;;;;;;;;;;;;
2,15E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
2,16E-2;8,00E-3;4,00E-3;;;;;;;;;;;;;;
2,16E-2;1,20E-2;8,00E-3;;;;;;;;;;;;;;
2,16E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
2,17E-2;8,00E-3;4,00E-3;;;;;;;;;;;;;;
2,17E-2;8,00E-3;8,00E-3;;;;;;;;;;;;;;
2,18E-2;8,00E-3;4,00E-3;;;;;;;;;;;;;;
2,18E-2;1,20E-2;8,00E-3;;;;;;;;;;;;;;
2,18E-2;8,00E-3;8,00E-3;;;;;;;;;;;;;;
2,19E-2;1,20E-2;1,20E-2;;;;;;;;;;;;;;
2,19E-2;1,20E-2;1,60E-2;;;;;;;;;;;;;;
2,20E-2;1,20E-2;1,20E-2;;;;;;;;;;;;;;
2,20E-2;1,20E-2;1,20E-2;;;;;;;;;;;;;;
2,20E-2;1,20E-2;1,60E-2;;;;;;;;;;;;;;
2,21E-2;1,20E-2;1,60E-2;;;;;;;;;;;;;;
2,21E-2;1,60E-2;2,00E-2;;;;;;;;;;;;;;
2,22E-2;1,60E-2;2,00E-2;;;;;;;;;;;;;;
2,22E-2;1,60E-2;2,40E-2;;;;;;;;;;;;;;
2,22E-2;1,60E-2;2,00E-2;;;;;;;;;;;;;;
2,23E-2;2,00E-2;2,40E-2;;;;;;;;;;;;;;
2,23E-2;1,60E-2;2,00E-2;;;;;;;;;;;;;;
2,24E-2;1,60E-2;2,40E-2;;;;;;;;;;;;;;
2,24E-2;2,00E-2;2,40E-2;;;;;;;;;;;;;;
2,24E-2;2,00E-2;2,40E-2;;;;;;;;;;;;;;
2,25E-2;2,00E-2;2,40E-2;;;;;;;;;;;;;;
2,25E-2;1,60E-2;1,60E-2;;;;;;;;;;;;;;
2,26E-2;2,40E-2;2,40E-2;;;;;;;;;;;;;;
2,26E-2;1,60E-2;2,00E-2;;;;;;;;;;;;;;
2,26E-2;1,60E-2;1,60E-2;;;;;;;;;;;;;;
2,27E-2;1,60E-2;1,60E-2;;;;;;;;;;;;;;
2,27E-2;1,20E-2;1,20E-2;;;;;;;;;;;;;;
2,28E-2;1,60E-2;1,60E-2;;;;;;;;;;;;;;
2,28E-2;1,20E-2;1,20E-2;;;;;;;;;;;;;;
2,28E-2;1,20E-2;1,20E-2;;;;;;;;;;;;;;
2,29E-2;1,20E-2;8,00E-3;;;;;;;;;;;;;;
2,29E-2;1,20E-2;8,00E-3;;;;;;;;;;;;;;
2,30E-2;1,20E-2;8,00E-3;;;;;;;;;;;;;;
2,30E-2;8,00E-3;2,00E-3;;;;;;;;;;;;;;
2,30E-2;8,00E-3;4,00E-3;;;;;;;;;;;;;;
2,31E-2;8,00E-3;2,00E-3;;;;;;;;;;;;;;
2,31E-2;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,32E-2;4,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,32E-2;4,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,32E-2;4,00E-3;-6,00E-3;;;;;;;;;;;;;;
2,33E-2;2,00E-3;-6,00E-3;;;;;;;;;;;;;;
2,33E-2;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,34E-2;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,34E-2;2,00E-3;-6,00E-3;;;;;;;;;;;;;;
2,34E-2;2,00E-3;-6,00E-3;;;;;;;;;;;;;;
2,35E-2;4,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,35E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
2,36E-2;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,36E-2;4,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,36E-2;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
2,37E-2;4,00E-3;2,00E-3;;;;;;;;;;;;;;
2,37E-2;4,00E-3;2,00E-3;;;;;;;;;;;;;;
2,38E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
2,38E-2;2,00E-3;2,00E-3;;;;;;;;;;;;;;
2,38E-2;8,00E-3;4,00E-3;;;;;;;;;;;;;;
2,39E-2;1,20E-2;8,00E-3;;;;;;;;;;;;;;
2,39E-2;4,00E-3;4,00E-3;;;;;;;;;;;;;;
2,40E-2;8,00E-3;8,00E-3;;;;;;;;;;;;;;
2,40E-2;4,00E-3;8,00E-3;;;;;;;;;;;;;;
